Timestamp,ProcessingLatency(ms),UILatency(ms),TotalLatency(ms)
2025-05-19 10:49:48,0.0,0.0,0.0
2025-05-19 10:50:14,0.0,0.0,0.0
2025-05-19 10:50:21,0.0,0.0,0.0
2025-05-19 10:50:25,0.0,0.0,0.0
2025-05-19 10:50:28,0.0,0.0,0.0
